json_path,audio_path,video_path,avsr_text,whisper_text,selected_text,fused_text,avsr_conf,stt_conf,weight_avsr,weight_whisper,gt_text,decision,threshold_low,threshold_high,stt_conf_method
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\19_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\19_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\19.mp4,나는 회사에 입사하면 내 살이 달라질 줄 알았는데 그럼 더 피곤하긴 했,나는 회사에 입사하면 내 삶이 달라질 줄 알았는데 그건 더 피곤하긴 하네,나는 회사에 입사하면 내 삶이 달라질 줄 알았는데 그건 더 피곤하긴 하네,나는 회사에 입사하면 내 살이 달라질 줄 알았는데 그럼 더 피곤하긴 했,0.9168352484703064,0.889584334856934,0.6,0.4,나는 회사에 입사하면 내 삶이 달라질 줄 알았는데 그냥 더 피곤하기만 해.,STT_fallback,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\1_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\1_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\1.mp4,올해 경기가 안 좋아 아 안 좋아서 그런지 내 월 월급 인상은 없었어 ,올해 경기가 안 좋아? 아 안 좋아서 그런지 내 월? 월급 인상은 없었어,올해 경기가 안 좋아 아 안 좋아서 그런지 내 월 월급 인상은 없었어 ,올해 경기가 안 좋아 아 안 좋아서 그런지 내 월 월급 인상은 없었어 ,0.9709703326225281,0.8094303898322277,0.6,0.4,올해 경기가 안 좋아 아 안 좋아서 그런지 내 월 월급 인상은 없었어.,AVSR_better_confidence_gap,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\20_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\20_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\20.mp4,고들이 크노우든 환병으로 전환을 해,그들이 클로드 환경으로 전하는,고들이 크노우든 환병으로 전환을 해,고들이 크노우든 환병으로 전환을 해,0.9246350526809692,0.7581787407398224,0.6,0.4,고객들이 클라우드 환경으로 전환을 해.,AVSR_better_confidence_gap,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\21_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\21_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\21.mp4,이 좀에 하던 모대로 제 안 할 기회가 기회가 결수록 줄어드네 대학 동기 중일,기존에 하던 대로 안 할 기회가 갈수록 줄어드네 대학 동기 중에,기존에 하던 대로 안 할 기회가 갈수록 줄어드네 대학 동기 중에,이 좀에 하던 모대로 제 안 할 기회가 기회가 결수록 줄어드네 대학 동기 중일,0.9237000346183777,0.8547395251014016,0.6,0.4,기존에 하던 대로 제안할 기회 기회가 갈수록 줄어드네.,STT_fallback,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\22_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\22_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\22.mp4,누나 예술 공기업을 목표로 숨 년 동안 취업을 준비해서 한 친구가 있었는데 드디어 취업에 성공했대,문화예술공기업을 목표로 3년 동안 취업을 준비했던 친구가 있었는데 드디어 취업에 성공했대,문화예술공기업을 목표로 3년 동안 취업을 준비했던 친구가 있었는데 드디어 취업에 성공했대,누나 예술 공기업을 목표로 숨 년 동안 취업을 준비해서 한 친구가 있었는데 드디어 취업에 성공했대,0.9126172661781311,0.9010912976933249,0.6,0.4,대학 동기 중에 문화 예술 공기업을 목표로 삼 년 동안 취업을 준비하던 친구가 있었는데 드디어 취업에 성공했대.,STT_very_high,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\23_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\23_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\23.mp4,다행스럽게 이번 외식 경험 방벅에 내가 포함되어 오지 않았,다행스럽게 이번 공직 경험 방향에 내가 포함되지 않았어요.,다행스럽게 이번 외식 경험 방벅에 내가 포함되어 오지 않았,다행스럽게 이번 외식 경험 방벅에 내가 포함되어 오지 않았,0.9117206931114197,0.7460549560065071,0.6,0.4,다행스럽게 이번 보직 경험을 변경에 내가 포함되지 않았어.,AVSR_better_confidence_gap,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\24_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\24_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\24.mp4,오늘 회의 때 신입이 만든 깨피티랑 내가 만든 디스티가 너무 비긋했어,오늘 회의 때 신입이 만든 PPT랑 내가 만든 PPT가 너무 비교가 됐어.,오늘 회의 때 신입이 만든 PPT랑 내가 만든 PPT가 너무 비교가 됐어.,오늘 회의 때 신입이 만든 깨피티랑 내가 만든 디스티가 너무 비긋했어,0.8862500786781311,0.9002061295840474,0.6,0.4,오늘 회의 때 신입이 만든 피피티랑 내가 만든 피피티가 너무 비교됐어.,STT_very_high,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\25_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\25_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\25.mp4,너무 스트레스받아 이번에 정말 열심히 했는데 심한데 우리 연구 주제가 측핵되지 않았어,너무 스트레스 받아. 이번에 정말 열심히 했는데 실패입니다. 우리 연구 주제가 채택되지 않았어.,너무 스트레스 받아. 이번에 정말 열심히 했는데 실패입니다. 우리 연구 주제가 채택되지 않았어.,너무 스트레스받아 이번에 정말 열심히 했는데 심한데 우리 연구 주제가 측핵되지 않았어,0.9284534454345703,0.9039228837459515,0.6,0.4,너무 스트레스받아. 이번에 정말 열심히 했는데 실망이야. 우리 연구 주제가 채택되지 않았어.,STT_very_high,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\26_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\26_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\26.mp4,동기가 학장도 잘 받고 그신 분들이랑도 친해서 굽고 질투해,동기가 학점도 잘 받고 교수님들이랑도 친해서 부럽고 질투가 나,동기가 학장도 잘 받고 그신 분들이랑도 친해서 굽고 질투해,동기가 학장도 잘 받고 그신 분들이랑도 친해서 굽고 질투해,0.9311967492103577,0.7831992261387684,0.6,0.4,내 동기가 학점도 잘 받고 교수님들이랑도 친해서 부럽고 질투 나.,AVSR_better_confidence_gap,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\27_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\27_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\27.mp4,시험이 안 된 상태로 이십 대를 트나 보낼까 봐 ,취업이 안 된 상태로 20대를 다 보낼까 봐 걱정돼,취업이 안 된 상태로 20대를 다 보낼까 봐 걱정돼,시험이 안 된 상태로 이십 대를 트나 보낼까 봐 ,0.9278632402420044,0.8421615737455863,0.6,0.4,취업이 안 된 상태로 이십 대를 다 보낼까 봐 걱정돼.,STT_fallback,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\28_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\28_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\28.mp4,해도 너무하지 오늘 좋아진 업무는 도저히 혼자 할 수 있는 양이 아니잖아 ,"해도 너무하지, 오너로 주어진 업무는 도저히 혼자랄 수 있는 일이 아니잖아.",해도 너무하지 오늘 좋아진 업무는 도저히 혼자 할 수 있는 양이 아니잖아 ,해도 너무하지 오늘 좋아진 업무는 도저히 혼자 할 수 있는 양이 아니잖아 ,0.9222464561462402,0.7701969813894142,0.6,0.4,해도 너무 하지. 오늘 주어진 업무는 도저히 혼자 할 수 있는 양이 아니잖아.,AVSR_better_confidence_gap,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\29_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\29_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\29.mp4,기다리던 명절 연휴가 드디어 내일부터 날에 엄신이 났,기다리던 명절 연휴가 드디어 내일부터 많이 너무 신이 나요.,기다리던 명절 연휴가 드디어 내일부터 날에 엄신이 났,기다리던 명절 연휴가 드디어 내일부터 날에 엄신이 났,0.9207755923271179,0.7906907923795559,0.6,0.4,기다리던 명절 연휴가 드디어 내일부터라니 너무 신이 나.,AVSR_better_confidence_gap,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\2_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\2_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\2.mp4,아이가 많다고 이번 트로젝트를 받지 못했어 정말 화가 나,나이가 많다고 이번 프로젝트를 맡지 못했어요. 정말 화가 나요.,나이가 많다고 이번 프로젝트를 맡지 못했어요. 정말 화가 나요.,아이가 많다고 이번 트로젝트를 받지 못했어 정말 화가 나,0.9157706499099731,0.8994886991050508,0.6,0.4,나이가 많다고 이번 프로젝트를 맡지 못했어. 정말 화가 나.,STT_fallback,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\30_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\30_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\30.mp4,상 상사와 이야기하고 있는데 배에서 계속 소리 가여서 너무 등강 중요했어,상사와 이야기하고 있는데 배에서 계속 소리가 나서 너무 긴장스러웠어요,상사와 이야기하고 있는데 배에서 계속 소리가 나서 너무 긴장스러웠어요,상 상사와 이야기하고 있는데 배에서 계속 소리 가여서 너무 등강 중요했어,0.8868952989578247,0.8955800400839912,0.6,0.4,상 상사와 이야기하고 있는데 배에서 계속 소리가 나서 너무 당황스러웠어.,STT_fallback,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\31_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\31_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\31.mp4,회사에서 억울한 일이 있었어,회사에서 억울한 일이 있었어요.,회사에서 억울한 일이 있었어요.,회사에서 억울한 일이 있었어요.,0.9391884207725525,0.9115740954875946,0.6,0.4,회사에서 억울한 일이 있었어.,STT_very_high,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\32_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\32_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\32.mp4,승진할 수 있는 마지막 기엔데 떨어질까 봐 안달리나 ,숨지나 수 있는 마지막 기회인데 떨어질까 봐 안가리나,숨지나 수 있는 마지막 기회인데 떨어질까 봐 안가리나,승진할 수 있는 마지막 기엔데 떨어질까 봐 안달리나 ,0.9267001152038574,0.8306442887211839,0.6,0.4,승진할 수 있는 마지막 기횐데 떨어질까 봐 안달이 나.,STT_fallback,0.3,0.7,avg
C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\33_snr0.0.json,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed_noisy\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\33_snr0.0.wav,C:\Users\2302\Documents\GitHub\olkavs-avspeech\sample_data\test_preprocessed\test\lip_subset\a\b\c\d\lip_J_1_F_02_C002_A_001\33.mp4,이번에 맡은 프로젝트 결과가 좋지 않아서 스트레스야<unk>,이번에 맡은 프로젝트 결과가 좋지 않아서 스트레스야,이번에 맡은 프로젝트 결과가 좋지 않아서 스트레스야,이번에 맡은 프로젝트 결과가 좋지 않아서 스트레스야<unk>,0.9781902432441711,0.9427997725350517,0.6,0.4,이번에 맡은 프로젝트 결과가 좋지 않아서 스트레스야.,STT_very_high,0.3,0.7,avg
